matrix_id,graph,persona_set,model,bot,seed,t,topic,variance,polarization,persona_drift_mean,delta_from_t0,delta_from_prev,democrat_count,republican_count,independent_count,measured_agents,vote_support_count,vote_against_count,vote_abstain_count,graph_nodes,graph_edges,graph_density,graph_components,graph_isolates,graph_avg_degree,graph_min_degree,graph_max_degree,graph_local_edges,graph_long_range_edges,graph_avg_clustering,graph_transitivity,graph_avg_shortest_path,graph_diameter,graph_degree_assortativity,graph_modularity,graph_bridge_edge_fraction,graph_avg_betweenness,graph_avg_eigenvector,bot_degree
20260312_230309,er,personas,degroot,off,11,0,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.09000000000000001,,,0.0,,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,1,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.014744897083986642,,,-0.07525510291601337,-0.07525510291601337,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,2,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.004116730978256763,,,-0.08588326902174324,-0.01062816610572988,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,3,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.0013281378933574322,,,-0.08867186210664257,-0.0027885930848993304,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,4,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.0005530910960063052,,,-0.0894469089039937,-0.0007750467973511269,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,5,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.00022669078681301214,,,-0.089773309213187,-0.0003264003091932931,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,6,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.00010654460650807239,,,-0.08989345539349194,-0.00012014618030493975,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,7,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",4.872907754497988e-05,,,-0.08995127092245503,-5.781552896309251e-05,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,8,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",2.3622002049559312e-05,,,-0.08997637799795045,-2.5107075495420566e-05,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,9,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",1.1268012177851446e-05,,,-0.08998873198782216,-1.2353989871707866e-05,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,degroot,off,11,10,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",5.508016222744075e-06,,,-0.08999449198377726,-5.759995955107371e-06,,,,,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,semantic,off,11,0,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.449040949344635,0.0,0.0,0.0,,18,18,0,36,18,18,0,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,semantic,off,11,1,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.39686688780784607,0.0,0.0,-0.05217406153678894,-0.05217406153678894,30,6,0,36,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,semantic,off,11,2,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3294260799884796,0.0,0.0,-0.1196148693561554,-0.06744080781936646,31,5,0,36,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,semantic,off,11,3,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3191585838794708,0.0,0.0,-0.12988236546516418,-0.010267496109008789,25,11,0,36,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,semantic,off,11,4,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.3040982484817505,0.0,0.0,-0.14494270086288452,-0.015060335397720337,34,2,0,36,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
20260312_230309,er,personas,semantic,off,11,5,"H.R.6938 - Appropriations Act, 2026. This bill cuts the EPA's budget by 4%, restricts the EPA from enforcing the 2015 Ozone Air Quality Standards, and expedites offshore oil and gas production to support an 'energy dominance agenda'.",0.2439146637916565,0.0,0.0,-0.20512628555297852,-0.060183584690093994,32,4,0,36,,,,36,92,0.14603174603174604,1,0,5.111111111111111,2,10,92,0,0.12899029982363314,0.11159737417943107,2.2968253968253967,4,-0.0676669694927169,0.0,0.0,0.038141923436041086,0.15103872336909882,
